,ch0,ch1
238,26,0.0
239,26,0.0
240,26,0.0
241,26,0.0
242,26,0.0
243,26,0.0
244,25,0.0
245,26,0.0
246,26,0.0
247,25,0.0
248,25,0.0
249,25,0.0
250,25,0.0
251,25,0.0
252,25,0.0
253,25,0.0
254,25,0.0
255,25,0.0
256,25,0.0
257,25,0.0
258,24,0.0
259,24,0.0
260,24,0.0
261,24,0.0
262,24,0.0
263,24,0.0
264,24,0.0
265,24,0.0
266,24,0.0
267,24,0.0
268,23,0.0
269,23,0.0
270,23,0.0
271,23,0.0
272,23,0.0
273,23,0.0
274,23,0.0
275,22,0.0
276,22,0.0
277,21,0.0
278,21,0.0
279,21,0.0
280,21,0.0
281,21,0.0
282,21,0.0
283,21,0.0
284,21,0.0
285,20,0.0
286,20,0.0
287,20,0.0
288,20,0.0
289,20,0.0
290,19,0.0
291,19,0.0
292,19,0.0
293,19,0.0
294,18,0.0
295,18,0.0
296,18,0.0
297,18,0.0
298,18,0.0
299,18,0.0
300,18,0.0
301,17,0.0
302,17,0.0
303,17,0.0
304,17,0.0
305,16,0.0
306,16,0.0
307,16,0.0
308,16,0.0
309,16,0.0
310,16,0.0
311,16,0.0
312,16,0.0
313,16,0.0
314,16,0.0
315,15,0.0
316,14,0.0
317,14,0.0
318,14,0.0
319,14,0.0
320,13,0.0
321,13,0.0
322,12,0.0
323,12,0.0
324,11,0.0
325,11,0.0
326,11,0.0
327,10,0.0
328,10,0.0
329,10,0.0
330,10,0.0
331,10,0.0
332,10,0.0
333,10,0.0
334,9,0.0
335,9,0.0
336,9,0.0
337,8,0.0
338,8,0.0
339,8,0.0
340,8,0.0
341,7,0.0
342,7,0.0
343,7,0.0
344,7,0.0
345,7,0.0
346,7,0.0
347,6,0.0
348,5,0.0
349,5,0.0
350,5,0.0
351,5,0.0
352,5,0.0
353,5,0.0
354,5,0.0
355,4,0.0
356,4,0.0
357,4,0.0
358,3,0.0
359,3,0.0
360,3,0.0
361,2,0.0
362,2,0.0
363,2,0.0
364,2,0.0
365,2,0.0
366,2,0.0
367,2,0.0
368,1,0.0
369,1,0.0
370,1,0.0
371,0,0.0
372,0,0.0
373,0,0.0
374,0,0.0
375,0,0.0
376,0,0.0
377,0,0.0
378,0,0.0
379,0,0.0
380,0,0.0
381,0,0.0
382,0,0.0
383,0,0.0
384,0,0.0
385,0,0.0
386,0,0.0
387,0,0.0
388,0,0.0
389,0,0.0
390,0,0.0
391,0,0.0
392,0,0.0
393,0,0.0
394,0,0.0
395,0,0.0
396,0,0.0
397,0,0.0
398,0,0.0
399,0,0.0
400,0,0.0
401,0,0.0
402,0,0.0
403,0,0.0
404,0,0.0
405,0,0.0
406,0,0.0
407,0,0.0
408,0,0.0
409,0,0.0
410,0,0.0
411,0,0.0
412,0,0.0
413,0,0.0
414,0,0.0
415,0,0.0
416,0,0.0
417,0,0.0
418,0,0.0
419,0,0.0
420,0,0.0
421,0,0.0
422,0,0.0
423,0,0.0
424,0,0.0
425,0,0.0
426,0,0.0
427,0,0.0
428,0,0.0
429,0,0.0
430,0,0.0
431,0,0.0
432,0,0.0
433,0,0.0
434,0,0.0
435,0,0.0
436,0,0.0
437,0,0.0
438,0,0.0
439,0,0.0
440,0,0.0
441,0,0.0
442,0,0.0
443,0,0.0
444,0,0.0
445,0,0.0
446,0,0.0
447,0,0.0
448,0,0.0
449,0,0.0
450,0,0.0
451,0,0.0
452,0,0.0
453,0,0.0
454,0,0.0
455,0,0.0
456,0,0.0
457,0,0.0
458,0,0.0
459,0,0.0
460,0,0.0
461,0,0.0
462,0,0.0
463,0,0.0
464,0,0.0
465,0,0.0
466,0,0.0
467,0,0.0
468,0,0.0
469,0,0.0
470,0,0.0
471,0,0.0
472,0,0.0
473,0,0.0
474,0,0.0
475,0,0.0
476,0,0.0
477,0,0.0
478,0,0.0
479,0,0.0
480,0,0.0
481,0,0.0
482,0,0.0
483,0,0.0
484,0,0.0
485,0,0.0
486,0,0.0
487,0,0.0
488,0,0.0
489,0,0.0
490,0,0.0
491,0,0.0
492,0,0.0
493,0,0.0
494,0,0.0
495,0,0.0
496,0,0.0
497,0,0.0
498,0,0.0
499,0,0.0
500,0,0.0
501,0,0.0
502,0,0.0
503,0,0.0
504,0,0.0
505,0,0.0
506,0,0.0
507,0,0.0
508,0,0.0
509,0,0.0
510,0,0.0
511,0,0.0
512,0,0.0
513,0,0.0
514,0,0.0
515,0,0.0
516,0,0.0
517,0,0.0
518,0,0.0
519,0,0.0
520,0,0.0
521,0,0.0
522,0,0.0
523,0,0.0
524,0,0.0
525,0,0.0
526,0,0.0
527,0,0.0
528,0,0.0
529,0,0.0
530,0,0.0
531,0,0.0
532,0,0.0
533,0,0.0
534,0,0.0
535,0,0.0
536,0,0.0
537,0,0.0
538,0,0.0
539,0,0.0
540,0,0.0
541,0,0.0
542,0,0.0
543,0,0.0
544,0,0.0
545,0,0.0
546,0,0.0
547,0,0.0
548,0,0.0
549,0,0.0
550,0,0.0
551,0,0.0
552,0,0.0
553,0,0.0
554,0,0.0
555,0,0.0
556,0,0.0
557,0,0.0
558,0,0.0
559,0,0.0
560,0,0.0
561,0,0.0
562,0,0.0
563,0,0.0
564,0,0.0
565,0,0.0
566,0,0.0
567,0,0.0
568,0,0.0
569,0,0.0
570,0,0.0
571,0,0.0
572,0,0.0
573,0,0.0
574,0,0.0
575,0,0.0
576,0,0.0
577,0,0.0
578,0,0.0
579,0,0.0
580,0,0.0
581,0,0.0
582,0,0.0
583,0,0.0
584,0,0.0
585,0,0.0
586,0,0.0
587,0,0.0
588,0,0.0
589,0,0.0
590,0,0.0
591,0,0.0
592,0,0.0
593,0,0.0
594,0,0.0
595,0,0.0
596,0,0.0
597,0,0.0
598,0,0.0
599,0,0.0
600,0,0.0
601,0,0.0
602,0,0.0
603,0,0.0
604,0,0.0
605,0,0.0
606,0,0.0
607,0,0.0
608,0,0.0
609,0,0.0
610,0,0.0
611,0,0.0
612,0,0.0
613,0,0.0
614,0,0.0
615,0,0.0
616,0,0.0
617,0,0.0
618,0,0.0
619,0,0.0
620,0,0.0
621,0,0.0
622,0,0.0
623,0,0.0
624,0,0.0
625,0,0.0
626,0,0.0
627,0,0.0
628,0,0.0
629,0,0.0
630,0,0.0
631,0,0.0
632,0,0.0
633,0,0.0
634,0,0.0
635,0,0.0
636,0,0.0
637,0,0.0
638,0,0.0
639,0,0.0
640,0,0.0
641,0,0.0
642,0,0.0
643,0,0.0
644,0,0.0
645,0,0.0
646,0,0.0
647,0,0.0
648,0,0.0
649,0,0.0
650,0,0.0
651,0,0.0
652,0,0.0
653,0,0.0
654,0,0.0
655,0,0.0
656,0,0.0
657,0,0.0
658,0,0.0
659,0,0.0
660,0,0.0
661,0,0.0
662,0,0.0
663,0,0.0
664,0,0.0
665,0,0.0
666,0,0.0
667,0,0.0
668,0,0.0
669,0,0.0
670,0,0.0
671,0,0.0
672,0,0.0
673,0,0.0
674,0,0.0
675,0,0.0
676,0,0.0
677,0,0.0
678,0,0.0
679,0,0.0
680,0,0.0
681,0,0.0
682,0,0.0
683,0,0.0
684,0,0.0
685,0,0.0
686,0,0.0
687,0,0.0
688,0,0.0
689,0,0.0
690,0,0.0
691,0,0.0
692,0,0.0
693,0,0.0
694,0,0.0
695,0,0.0
696,0,0.0
697,0,0.0
698,0,0.0
699,0,0.0
700,0,0.0
701,0,0.0
702,0,0.0
703,0,0.0
704,0,0.0
705,0,0.0
706,0,0.0
707,0,0.0
708,0,0.0
709,0,0.0
710,0,0.0
711,0,0.0
712,0,0.0
713,0,0.0
714,0,0.0
715,0,0.0
716,0,0.0
717,0,0.0
718,0,0.0
719,0,0.0
720,0,0.0
721,0,0.0
722,0,0.0
723,0,0.0
724,0,0.0
725,0,0.0
726,0,0.0
727,0,0.0
728,0,0.0
729,0,0.0
730,0,0.0
731,0,0.0
732,0,0.0
733,0,0.0
734,0,0.0
735,0,0.0
736,0,0.0
737,0,0.0
738,0,0.0
739,0,0.0
740,0,0.0
741,0,0.0
742,0,0.0
743,0,0.0
744,0,0.0
745,0,0.0
746,0,0.0
747,0,0.0
748,0,0.0
749,0,0.0
750,0,0.0
751,0,0.0
752,0,0.0
753,0,0.0
754,0,0.0
755,0,0.0
756,0,0.0
757,0,0.0
758,0,0.0
759,0,0.0
760,0,0.0
761,0,0.0
762,0,0.0
763,0,0.0
764,0,0.0
765,0,0.0
766,0,0.0
767,0,0.0
768,0,0.0
769,0,0.0
770,0,0.0
771,0,0.0
772,0,0.0
773,0,0.0
774,0,0.0
775,0,0.0
776,0,0.0
777,0,0.0
778,0,0.0
779,0,0.0
780,0,0.0
781,0,0.0
782,0,0.0
783,0,0.0
784,0,0.0
785,0,0.0
786,0,0.0
787,0,0.0
788,0,0.0
789,0,0.0
790,0,0.0
791,0,0.0
792,0,0.0
793,0,0.0
794,0,0.0
795,0,0.0
796,0,0.0
797,0,0.0
798,0,0.0
799,0,0.0
800,0,0.0
801,1,0.0
802,1,0.0
803,1,0.0
804,1,0.0
805,1,0.0
806,2,0.0
807,2,0.0
808,2,0.0
809,2,0.0
810,2,0.0
811,2,0.0
812,2,0.0
813,3,0.0
814,2,0.0
815,4,0.0
816,4,0.0
817,4,0.0
818,4,0.0
819,4,0.0
820,5,0.0
821,5,0.0
822,5,0.0
823,5,0.0
824,5,0.0
825,6,0.0
826,6,0.0
827,7,0.0
828,6,0.0
829,7,0.0
830,7,0.0
831,7,0.0
832,7,0.0
833,7,0.0
834,8,0.0
835,7,0.0
836,8,0.0
837,8,0.0
838,8,0.0
839,8,0.0
840,9,0.0
841,9,0.0
842,9,0.0
843,9,0.0
844,9,0.0
845,9,0.0
846,10,0.0
847,10,0.0
848,10,0.0
849,10,0.0
850,10,0.0
851,10,0.0
852,11,0.0
853,11,0.0
854,11,0.0
855,11,0.0
856,11,0.0
857,12,0.0
858,12,0.0
859,12,0.0
860,12,0.0
861,14,0.0
862,14,0.0
863,14,0.0
864,14,0.0
865,14,0.0
866,14,0.0
867,14,0.0
868,14,0.0
869,16,0.0
870,16,0.0
871,16,0.0
872,16,0.0
873,16,0.0
874,16,0.0
875,16,0.0
876,16,0.0
877,16,0.0
878,16,0.0
879,16,0.0
880,17,0.0
881,17,0.0
882,17,0.0
883,17,0.0
884,17,0.0
885,17,0.0
886,18,0.0
887,18,0.0
888,18,0.0
889,18,0.0
890,17,0.0
891,18,0.0
892,18,0.0
893,18,0.0
894,18,0.0
895,19,0.0
896,19,0.0
897,19,0.0
898,19,0.0
899,19,0.0
900,19,0.0
901,20,0.0
902,20,0.0
903,20,0.0
904,20,0.0
905,20,0.0
906,20,0.0
907,21,0.0
908,21,0.0
909,21,0.0
910,21,0.0
911,21,0.0
912,21,0.0
913,21,0.0
914,21,0.0
915,21,0.0
916,21,0.0
917,21,0.0
918,22,0.0
919,21,0.0
920,22,0.0
921,23,0.0
922,23,0.0
923,23,0.0
924,22,0.0
925,23,0.0
926,23,0.0
927,23,0.0
928,23,0.0
929,23,0.0
930,24,0.0
931,24,0.0
932,24,0.0
933,24,0.0
934,23,0.0
935,24,0.0
936,24,0.0
937,24,0.0
938,24,0.0
939,24,0.0
940,24,0.0
941,24,0.0
942,24,0.0
943,25,0.0
944,24,0.0
945,25,0.0
946,25,0.0
947,25,0.0
948,25,0.0
949,25,0.0
950,25,0.0
951,25,0.0
952,26,0.0
953,26,0.0
954,25,0.0
955,26,0.0
956,25,0.0
957,26,0.0
958,26,0.0
959,26,0.0
960,26,0.0
961,26,0.0
962,26,0.0
963,26,0.0
964,26,0.0
965,26,0.0
966,26,0.0
967,26,0.0
968,26,0.0
969,26,0.0
970,26,0.0
971,26,0.0
972,27,0.0
973,26,0.0
974,26,0.0
975,28,0.0
976,28,0.0
977,28,0.0
978,26,0.0
979,26,0.0
980,28,0.0
981,28,0.0
982,28,0.0
983,26,0.0
984,28,0.0
985,28,0.0
986,28,0.0
987,26,0.0
988,28,0.0
989,28,0.0
990,28,0.0
991,26,0.0
992,28,0.0
993,26,0.0
994,28,0.0
995,26,0.0
996,27,0.0
997,28,0.0
998,28,0.0
999,28,0.0
1000,28,0.0
1001,28,0.0
1002,28,0.0
1003,28,0.0
1004,28,0.0
1005,26,0.0
1006,28,0.0
1007,28,0.0
1008,28,0.0
1009,28,0.0
1010,26,0.0
1011,27,0.0
1012,27,0.0
1013,28,0.0
1014,28,0.0
1015,28,0.0
1016,26,0.0
1017,28,0.0
1018,26,0.0
1019,26,0.0
1020,26,0.0
1021,28,0.0
1022,28,0.0
1023,27,0.0
1024,27,0.0
1025,26,0.0
1026,26,0.0
1027,26,0.0
1028,26,0.0
1029,28,0.0
1030,26,0.0
1031,26,0.0
1032,28,0.0
1033,26,0.0
1034,26,0.0
1035,26,0.0
1036,26,0.0
1037,28,0.0
1038,26,0.0
1039,26,0.0
1040,26,0.0
1041,26,0.0
1042,26,0.0
1043,26,0.0
1044,26,0.0
1045,26,0.0
1046,26,0.0
1047,26,0.0
1048,26,0.0
1049,26,0.0
1050,26,0.0
1051,26,0.0
1052,26,0.0
1053,26,0.0
1054,26,0.0
1055,26,0.0
1056,26,0.0
1057,26,0.0
1058,26,0.0
1059,25,0.0
1060,26,0.0
1061,25,0.0
1062,25,0.0
1063,25,0.0
1064,25,0.0
1065,25,0.0
1066,25,0.0
1067,25,0.0
1068,25,0.0
1069,25,0.0
1070,25,0.0
1071,24,0.0
1072,24,0.0
1073,24,0.0
1074,24,0.0
1075,24,0.0
1076,24,0.0
1077,24,0.0
1078,24,0.0
1079,24,0.0
1080,24,0.0
1081,23,0.0
1082,24,0.0
1083,23,0.0
1084,23,0.0
1085,23,0.0
1086,23,0.0
1087,23,0.0
1088,22,0.0
1089,22,0.0
1090,21,0.0
1091,21,0.0
1092,21,0.0
1093,21,0.0
1094,21,0.0
1095,21,0.0
1096,21,0.0
1097,21,0.0
1098,20,0.0
1099,20,0.0
1100,20,0.0
1101,20,0.0
1102,19,0.0
1103,19,0.0
1104,19,0.0
1105,19,0.0
1106,19,0.0
1107,18,0.0
1108,18,0.0
1109,18,0.0
1110,18,0.0
1111,18,0.0
1112,18,0.0
1113,17,0.0
1114,18,0.0
1115,17,0.0
1116,18,0.0
1117,17,0.0
1118,17,0.0
1119,16,0.0
1120,16,0.0
1121,16,0.0
1122,16,0.0
1123,16,0.0
1124,16,0.0
1125,16,0.0
1126,16,0.0
1127,16,0.0
1128,16,0.0
1129,16,0.0
1130,14,0.0
1131,14,0.0
1132,14,0.0
1133,14,0.0
1134,14,0.0
1135,13,0.0
1136,12,0.0
1137,12,0.0
1138,12,0.0
1139,11,0.0
1140,11,0.0
1141,11,0.0
1142,11,0.0
1143,10,0.0
1144,10,0.0
1145,10,0.0
1146,10,0.0
1147,10,0.0
1148,10,0.0
1149,9,0.0
1150,9,0.0
1151,9,0.0
1152,9,0.0
1153,8,0.0
1154,8,0.0
1155,8,0.0
1156,8,0.0
1157,7,0.0
1158,7,0.0
1159,7,0.0
1160,7,0.0
1161,7,0.0
1162,5,0.0
1163,5,0.0
1164,5,0.0
1165,5,0.0
1166,5,0.0
1167,5,0.0
1168,5,0.0
1169,4,0.0
1170,4,0.0
1171,4,0.0
1172,4,0.0
1173,4,0.0
1174,2,0.0
1175,2,0.0
1176,2,0.0
1177,2,0.0
1178,2,0.0
1179,2,0.0
1180,2,0.0
1181,1,0.0
1182,1,0.0
1183,1,0.0
1184,1,0.0
1185,1,0.0
1186,0,0.0
1187,0,0.0
1188,0,0.0
1189,0,0.0
1190,0,0.0
1191,0,0.0
1192,0,0.0
1193,0,0.0
1194,0,0.0
1195,0,0.0
1196,0,0.0
1197,0,0.0
1198,0,0.0
1199,0,0.0
1200,0,0.0
1201,0,0.0
1202,0,0.0
1203,0,0.0
1204,0,0.0
1205,0,0.0
1206,0,0.0
1207,0,0.0
1208,0,0.0
1209,0,0.0
1210,0,0.0
1211,0,0.0
1212,0,0.0
1213,0,0.0
1214,0,0.0
1215,0,0.0
1216,0,0.0
1217,0,0.0
1218,0,0.0
1219,0,0.0
1220,0,0.0
1221,0,0.0
1222,0,0.0
1223,0,0.0
1224,0,0.0
1225,0,0.0
1226,0,0.0
1227,0,0.0
1228,0,0.0
1229,0,0.0
1230,0,0.0
1231,0,0.0
1232,0,0.0
1233,0,0.0
1234,0,0.0
1235,0,0.0
1236,0,0.0
1237,0,0.0
1238,0,0.0
1239,0,0.0
1240,0,0.0
1241,0,0.0
1242,0,0.0
1243,0,0.0
1244,0,0.0
1245,0,0.0
1246,0,0.0
1247,0,0.0
1248,0,0.0
1249,0,0.0
1250,0,0.0
1251,0,0.0
1252,0,0.0
1253,0,0.0
1254,0,0.0
1255,0,0.0
1256,0,0.0
1257,0,0.0
1258,0,0.0
1259,0,0.0
1260,0,0.0
1261,0,0.0
1262,0,0.0
1263,0,0.0
1264,0,0.0
1265,0,0.0
1266,0,0.0
1267,0,0.0
1268,0,0.0
1269,0,0.0
1270,0,0.0
1271,0,0.0
1272,0,0.0
1273,0,0.0
1274,0,0.0
1275,0,0.0
1276,0,0.0
1277,0,0.0
1278,0,0.0
1279,0,0.0
1280,0,0.0
1281,0,0.0
1282,0,0.0
1283,0,0.0
1284,0,0.0
1285,0,0.0
1286,0,0.0
1287,0,0.0
1288,0,0.0
1289,0,0.0
1290,0,0.0
1291,0,0.0
1292,0,0.0
1293,0,0.0
1294,0,0.0
1295,0,0.0
1296,0,0.0
1297,0,0.0
1298,0,0.0
1299,0,0.0
1300,0,0.0
1301,0,0.0
1302,0,0.0
1303,0,0.0
1304,0,0.0
1305,0,0.0
1306,0,0.0
1307,0,0.0
1308,0,0.0
1309,0,0.0
1310,0,0.0
1311,0,0.0
1312,0,0.0
1313,0,0.0
1314,0,0.0
1315,0,0.0
1316,0,0.0
1317,0,0.0
1318,0,0.0
1319,0,0.0
1320,0,0.0
1321,0,0.0
1322,0,0.0
1323,0,0.0
1324,0,0.0
1325,0,0.0
1326,0,0.0
1327,0,0.0
1328,0,0.0
1329,0,0.0
1330,0,0.0
1331,0,0.0
1332,0,0.0
1333,0,0.0
1334,0,0.0
1335,0,0.0
1336,0,0.0
1337,0,0.0
1338,0,0.0
1339,0,0.0
1340,0,0.0
1341,0,0.0
1342,0,0.0
1343,0,0.0
1344,0,0.0
1345,0,0.0
1346,0,0.0
1347,0,0.0
1348,0,0.0
1349,0,0.0
1350,0,0.0
1351,0,0.0
1352,0,0.0
1353,0,0.0
1354,0,0.0
1355,0,0.0
1356,0,0.0
1357,0,0.0
1358,0,0.0
1359,0,0.0
1360,0,0.0
1361,0,0.0
1362,0,0.0
1363,0,0.0
1364,0,0.0
1365,0,0.0
1366,0,0.0
1367,0,0.0
1368,0,0.0
1369,0,0.0
1370,0,0.0
1371,0,0.0
1372,0,0.0
1373,0,0.0
1374,0,0.0
1375,0,0.0
1376,0,0.0
1377,0,0.0
1378,0,0.0
1379,0,0.0
1380,0,0.0
1381,0,0.0
1382,0,0.0
1383,0,0.0
1384,0,0.0
1385,0,0.0
1386,0,0.0
1387,0,0.0
1388,0,0.0
1389,0,0.0
1390,0,0.0
1391,0,0.0
1392,0,0.0
1393,0,0.0
1394,0,0.0
1395,0,0.0
1396,0,0.0
1397,0,0.0
1398,0,0.0
1399,0,0.0
1400,0,0.0
1401,0,0.0
1402,0,0.0
1403,0,0.0
1404,0,0.0
1405,0,0.0
1406,0,0.0
1407,0,0.0
1408,0,0.0
1409,0,0.0
1410,0,0.0
1411,0,0.0
1412,0,0.0
1413,0,0.0
1414,0,0.0
1415,0,0.0
1416,0,0.0
1417,0,0.0
1418,0,0.0
1419,0,0.0
1420,0,0.0
1421,0,0.0
1422,0,0.0
1423,0,0.0
1424,0,0.0
1425,0,0.0
1426,0,0.0
1427,0,0.0
1428,0,0.0
1429,0,0.0
1430,0,0.0
1431,0,0.0
1432,0,0.0
1433,0,0.0
1434,0,0.0
1435,0,0.0
1436,0,0.0
1437,0,0.0
1438,0,0.0
1439,0,0.0
1440,0,0.0
1441,0,0.0
1442,0,0.0
1443,0,0.0
1444,0,0.0
1445,0,0.0
1446,0,0.0
1447,0,0.0
1448,0,0.0
1449,0,0.0
1450,0,0.0
1451,0,0.0
1452,0,0.0
1453,0,0.0
1454,0,0.0
1455,0,0.0
1456,0,0.0
1457,0,0.0
1458,0,0.0
1459,0,0.0
1460,0,0.0
1461,0,0.0
1462,0,0.0
1463,0,0.0
1464,0,0.0
1465,0,0.0
1466,0,0.0
1467,0,0.0
1468,0,0.0
1469,0,0.0
1470,0,0.0
1471,0,0.0
1472,0,0.0
1473,0,0.0
1474,0,0.0
1475,0,0.0
1476,0,0.0
1477,0,0.0
1478,0,0.0
1479,0,0.0
1480,0,0.0
1481,0,0.0
1482,0,0.0
1483,0,0.0
1484,0,0.0
1485,0,0.0
1486,0,0.0
1487,0,0.0
1488,0,0.0
1489,0,0.0
1490,0,0.0
1491,0,0.0
1492,0,0.0
1493,0,0.0
1494,0,0.0
1495,0,0.0
1496,0,0.0
1497,0,0.0
1498,0,0.0
1499,0,0.0
1500,0,0.0
1501,0,0.0
1502,0,0.0
1503,0,0.0
1504,0,0.0
1505,0,0.0
1506,0,0.0
1507,0,0.0
1508,0,0.0
1509,0,0.0
1510,0,0.0
1511,0,0.0
1512,0,0.0
1513,0,0.0
1514,0,0.0
1515,0,0.0
1516,0,0.0
1517,0,0.0
1518,0,0.0
1519,0,0.0
1520,0,0.0
1521,0,0.0
1522,0,0.0
1523,0,0.0
1524,0,0.0
1525,0,0.0
1526,0,0.0
1527,0,0.0
1528,0,0.0
1529,0,0.0
1530,0,0.0
1531,0,0.0
1532,0,0.0
1533,0,0.0
1534,0,0.0
1535,0,0.0
1536,0,0.0
1537,0,0.0
1538,0,0.0
1539,0,0.0
1540,0,0.0
1541,0,0.0
1542,0,0.0
1543,0,0.0
1544,0,0.0
1545,0,0.0
1546,0,0.0
1547,0,0.0
1548,0,0.0
1549,0,0.0
1550,0,0.0
1551,0,0.0
1552,0,0.0
1553,0,0.0
1554,0,0.0
1555,0,0.0
1556,0,0.0
1557,0,0.0
1558,0,0.0
1559,0,0.0
1560,0,0.0
1561,0,0.0
1562,0,0.0
1563,0,0.0
1564,0,0.0
1565,0,0.0
1566,0,0.0
1567,0,0.0
1568,0,0.0
1569,0,0.0
1570,0,0.0
1571,0,0.0
1572,0,0.0
1573,0,0.0
1574,0,0.0
1575,0,0.0
1576,0,0.0
1577,0,0.0
1578,0,0.0
1579,0,0.0
1580,0,0.0
1581,0,0.0
1582,0,0.0
1583,0,0.0
1584,0,0.0
1585,0,0.0
1586,0,0.0
1587,0,0.0
1588,0,0.0
1589,0,0.0
1590,0,0.0
1591,0,0.0
1592,0,0.0
1593,0,0.0
1594,0,0.0
1595,0,0.0
1596,0,0.0
1597,0,0.0
1598,0,0.0
1599,0,0.0
1600,0,0.0
1601,0,0.0
1602,0,0.0
1603,0,0.0
1604,0,0.0
1605,0,0.0
1606,0,0.0
1607,0,0.0
1608,0,0.0
1609,0,0.0
1610,0,0.0
1611,0,0.0
1612,0,0.0
1613,0,0.0
1614,0,0.0
1615,0,0.0
1616,0,0.0
1617,1,0.0
1618,1,0.0
1619,1,0.0
1620,1,0.0
1621,2,0.0
1622,2,0.0
1623,2,0.0
1624,2,0.0
1625,2,0.0
1626,2,0.0
1627,2,0.0
1628,2,0.0
1629,4,0.0
1630,4,0.0
1631,4,0.0
1632,4,0.0
1633,4,0.0
1634,4,0.0
1635,5,0.0
1636,5,0.0
1637,5,0.0
1638,5,0.0
1639,5,0.0
1640,5,0.0
1641,5,0.0
1642,6,0.0
1643,7,0.0
1644,7,0.0
1645,7,0.0
1646,7,0.0
1647,7,0.0
1648,7,0.0
1649,8,0.0
1650,8,0.0
1651,8,0.0
1652,8,0.0
1653,8,0.0
1654,9,0.0
1655,9,0.0
1656,9,0.0
1657,9,0.0
1658,9,0.0
1659,10,0.0
1660,10,0.0
1661,10,0.0
1662,10,0.0
1663,10,0.0
